"","Year","StateAbbr","StateDesc","CountyName","CountyFIPS","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","Geolocation","LocationID"
"676",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.9,3.5,4.4,7058,"POINT (-93.42209831 44.83385942)",27053026016
"677",2020,"MN","Minnesota","Jackson",27063,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.5,6.6,8.4,3346,"POINT (-94.99193773 43.62073325)",27063480400
"678",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.4,3.1,3.7,3183,"POINT (-93.18416685 44.95039675)",27123033300
"679",2020,"MN","Minnesota","Isanti",27059,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,5.1,5.7,3914,"POINT (-93.10769972 45.48438745)",27059130400
"680",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.6,5.9,7.4,2256,"POINT (-92.48027143 44.0472112)",27109001502
"681",2020,"MN","Minnesota","McLeod",27085,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.2,5.7,6.7,7810,"POINT (-94.37630249 44.8962362)",27085950400
"682",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.5,5,6.1,5272,"POINT (-93.70624183 45.02147377)",27053027002
"683",2020,"MN","Minnesota","Itasca",27061,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.8,6.3,7.3,5066,"POINT (-93.62821694 47.13319357)",27061480700
"684",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.3,3,3.7,2252,"POINT (-93.24917246 44.93655152)",27053109700
"685",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.3,5.3,3195,"POINT (-93.54226826 44.90142533)",27053027504
"686",2020,"MN","Minnesota","Lake",27075,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.7,7.6,9.7,2432,"POINT (-91.31194315 47.28678875)",27075370300
"687",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.1,3.9,4.4,1673,"POINT (-93.27116972 44.93050239)",27053110000
"688",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.3,4,4.7,4071,"POINT (-93.06034053 44.98679349)",27123030602
"689",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.5,5.6,3113,"POINT (-93.50228469 44.9219728)",27053026201
"690",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.3,3.9,4.8,4748,"POINT (-93.4285885 44.98609048)",27053026507
"691",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",2.8,2.5,3.1,8568,"POINT (-93.46652777 45.04795395)",27053026612
"692",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.7,5,6.4,2500,"POINT (-93.37622982 44.96308254)",27053022102
"693",2020,"MN","Minnesota","Norman",27107,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.5,7.9,9.1,2760,"POINT (-96.25136314 47.32517722)",27107960100
"694",2020,"MN","Minnesota","Nobles",27105,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.6,7.3,8.1,2353,"POINT (-95.74926893 43.54479095)",27105105300
"695",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.8,3.4,4.3,4891,"POINT (-92.65074525 44.03533738)",27109001800
"696",2020,"MN","Minnesota","Koochiching",27071,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.8,8.5,9.1,2419,"POINT (-93.94849152 48.21776055)",27071790500
"697",2020,"MN","Minnesota","Pine",27115,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.5,6,7,4308,"POINT (-92.86448304 45.84449921)",27115950600
"698",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.7,4.2,5.3,2745,"POINT (-93.19355787 44.95891672)",27123033200
"699",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.7,4.3,5.2,4430,"POINT (-92.4802911 44.07105398)",27109001702
"700",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.5,4.1,5,2713,"POINT (-93.17550252 44.96274427)",27123032000
"701",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.5,5.1,2866,"POINT (-93.09746135 44.96910814)",27123031400
"702",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.5,3.3,3.7,4782,"POINT (-93.25754009 44.95374396)",27053125800
"703",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.7,5.2,6.3,6105,"POINT (-92.49279436 43.85465981)",27109002100
"704",2020,"MN","Minnesota","Le Sueur",27079,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.4,5.9,6.8,4351,"POINT (-93.60113089 44.37846312)",27079950300
"705",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.1,3.8,4.5,2651,"POINT (-93.31487655 44.97211659)",27053105100
"706",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.6,3.3,3.9,3522,"POINT (-93.23450311 44.92975148)",27053110200
"707",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.4,4,5,2733,"POINT (-93.21922963 44.93004243)",27053110400
"708",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,4.7,5.9,4186,"POINT (-93.39065884 44.9957158)",27053021601
"709",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.5,4.1,5.1,3203,"POINT (-93.43913002 45.07815737)",27053026712
"710",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,4.8,6,4512,"POINT (-92.49626014 44.07172772)",27109001701
"711",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.4,4,4.9,2719,"POINT (-93.32415996 44.89721746)",27053023802
"712",2020,"MN","Minnesota","Pennington",27113,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.7,6.8,8.6,3040,"POINT (-96.1968657 48.10926107)",27113090400
"713",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.6,3.3,3.9,3733,"POINT (-93.29524882 44.96791409)",27053105500
"714",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.2,5.3,7.2,4181,"POINT (-93.41513124 44.84961433)",27053026020
"715",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5.2,6,3252,"POINT (-93.13673887 44.95298066)",27123033500
"716",2020,"MN","Minnesota","McLeod",27085,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.6,5.9,7.3,5920,"POINT (-94.3556956 44.87178049)",27085950300
"717",2020,"MN","Minnesota","Itasca",27061,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.7,7.3,8.2,4339,"POINT (-93.68425736 47.42154551)",27061480300
"718",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.2,4.9,5.6,3235,"POINT (-93.12131143 44.96063183)",27123032600
"719",2020,"MN","Minnesota","Morrison",27097,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.5,6,7.1,5091,"POINT (-93.9826686 45.90659253)",27097780500
"720",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.5,3.2,3.8,1920,"POINT (-93.23298872 45.0019493)",27053102600
"721",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.2,2.9,3.7,7713,"POINT (-93.47687613 45.09235056)",27053026716
"722",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.2,4.7,5.8,3602,"POINT (-92.48006545 43.9796197)",27109001202
"723",2020,"MN","Minnesota","Otter Tail",27111,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.4,7,7.8,2285,"POINT (-95.72001555 46.18510368)",27111961600
"724",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.5,5.2,4848,"POINT (-93.11507887 44.97567913)",27123030800
"725",2020,"MN","Minnesota","Martin",27091,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,6.7,7.3,2587,"POINT (-94.54876476 43.7157931)",27091790200
"726",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.5,5,6.2,4924,"POINT (-93.3653946 44.89677174)",27053023700
"727",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.5,4.1,5,3137,"POINT (-93.32680205 45.01255724)",27053021400
"728",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.5,5.1,3124,"POINT (-93.35931708 45.03846164)",27053020903
"729",2020,"MN","Minnesota","Kandiyohi",27067,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.2,5.7,6.7,3624,"POINT (-94.93639188 45.15848556)",27067780400
"730",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.3,5.6,6.9,4305,"POINT (-93.27858156 44.82076471)",27053025302
"731",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.9,3.7,4.1,3374,"POINT (-93.26861331 44.92151095)",27053110900
"732",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.5,4.1,5,5297,"POINT (-93.65965053 44.92732551)",27053027602
"733",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.8,5.4,6.3,3021,"POINT (-93.32957612 44.80955266)",27053025803
"734",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.9,4.4,5.4,4617,"POINT (-93.47575788 45.19063511)",27053026910
"735",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.7,5.2,6.2,6089,"POINT (-93.35734058 44.82522196)",27053025903
"736",2020,"MN","Minnesota","Norman",27107,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.8,7,8.6,2191,"POINT (-96.55353109 47.23843214)",27107960300
"737",2020,"MN","Minnesota","Koochiching",27071,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.2,7.4,9,5476,"POINT (-93.42475988 48.57660575)",27071790200
"738",2020,"MN","Minnesota","Marshall",27089,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.5,7.1,7.9,2325,"POINT (-95.92426737 48.35781773)",27089080100
"739",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4,3.8,4.2,4498,"POINT (-93.35598282 45.08580884)",27053026819
"740",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.6,5.8,7.5,1989,"POINT (-93.21600556 45.01642301)",27053020102
"741",2020,"MN","Minnesota","Isanti",27059,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.9,7.8,10,2829,"POINT (-93.2112478 45.59067232)",27059130302
"742",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.1,3.7,4.5,1745,"POINT (-93.20775382 44.93789306)",27053109000
"743",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.7,5.3,6.2,4948,"POINT (-93.25926736 44.83872845)",27053025205
"744",2020,"MN","Minnesota","Otter Tail",27111,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.6,7.1,8,4327,"POINT (-95.41302224 46.50060018)",27111960600
"745",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.2,2.9,3.5,11535,"POINT (-92.53572288 44.07530289)",27109001402
"746",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.6,5.8,7.6,4886,"POINT (-93.31589167 44.82867762)",27053025702
"747",2020,"MN","Minnesota","Lyon",27083,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.5,5.5,5275,"POINT (-95.80956703 44.44435196)",27083360300
"748",2020,"MN","Minnesota","Morrison",27097,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.4,6.1,6.8,4063,"POINT (-94.47255429 46.08686925)",27097780200
"749",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.5,8.5,10.8,278,"POINT (-93.21431513 44.88020635)",27053980000
"750",2020,"MN","Minnesota","Mower",27099,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.1,8.1,10.2,2035,"POINT (-92.9718876 43.68887055)",27099000100
"751",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.7,3.5,4,1818,"POINT (-93.09058628 44.94686665)",27123034201
"752",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.8,5.4,6.3,3401,"POINT (-93.37171303 44.97721541)",27053021900
"753",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.6,4.1,5.1,3717,"POINT (-93.42223886 44.89924381)",27053026104
"754",2020,"MN","Minnesota","Martin",27091,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.2,7.5,8.9,4359,"POINT (-94.44193946 43.66147694)",27091790600
"755",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.9,3.6,4.1,2084,"POINT (-93.25950234 44.98901163)",27053103600
"756",2020,"MN","Minnesota","Polk",27119,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.1,7.4,8.7,3592,"POINT (-95.68996356 47.6977045)",27119021000
"757",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.7,3.4,4,3014,"POINT (-93.26875415 44.90980841)",27053111600
"758",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.7,5.3,6948,"POINT (-92.52485927 44.13288134)",27109001900
"759",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,5.1,5.6,4258,"POINT (-93.07082891 44.97615687)",27123031000
"760",2020,"MN","Minnesota","Isanti",27059,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6,5.7,6.3,3897,"POINT (-93.44092719 45.49871485)",27059130600
"761",2020,"MN","Minnesota","Polk",27119,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.1,5.8,6.4,2778,"POINT (-96.68800619 47.6788852)",27119020500
"762",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.3,3,3.6,2724,"POINT (-93.2737238 44.95917231)",27053106900
"763",2020,"MN","Minnesota","Otter Tail",27111,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.7,8.2,9.2,3970,"POINT (-95.36506509 46.35237758)",27111961300
"764",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.4,5.6,3053,"POINT (-93.46694519 44.89896094)",27053026208
"765",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,4.9,5.9,2162,"POINT (-93.36181755 45.02677777)",27053020902
"766",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.2,4.8,5.5,4566,"POINT (-93.36905696 45.08619965)",27053026818
"767",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.4,4,4.8,2813,"POINT (-93.25341777 45.0029784)",27053102500
"768",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.1,3.8,4.5,2815,"POINT (-93.13565939 44.97036074)",27123031200
"769",2020,"MN","Minnesota","Kandiyohi",27067,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.3,7.3,9.4,4791,"POINT (-95.02588233 45.11273336)",27067781000
"770",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.3,4,4.6,1762,"POINT (-93.33439975 44.92518041)",27053023100
"771",2020,"MN","Minnesota","Otter Tail",27111,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.1,7.3,9,3420,"POINT (-96.15528834 46.58711838)",27111960300
"772",2020,"MN","Minnesota","Pine",27115,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.5,6.2,6.9,5047,"POINT (-92.60303911 46.06064276)",27115950400
"773",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.1,2.8,3.4,4254,"POINT (-93.30890035 44.8673647)",27053024300
"774",2020,"MN","Minnesota","Polk",27119,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.9,5.3,6.5,4735,"POINT (-97.02022279 47.94966925)",27119020100
"775",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.3,3.1,3.6,4194,"POINT (-93.28149119 44.92141237)",27053110800
"776",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.9,4.5,5.2,2437,"POINT (-93.28469547 45.00950963)",27053101600
"777",2020,"MN","Minnesota","Houston",27055,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.4,6.1,6.7,3587,"POINT (-91.37973504 43.74610321)",27055020200
"778",2020,"MN","Minnesota","Mille Lacs",27095,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.2,6.5,7.9,5675,"POINT (-93.58062478 45.58722432)",27095170700
"779",2020,"MN","Minnesota","Pipestone",27117,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,6.8,7.8,1714,"POINT (-96.32630449 43.93187716)",27117460400
"780",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.5,4,5.2,5308,"POINT (-93.28162086 44.90680525)",27053111500
"781",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.9,4.5,5.4,6080,"POINT (-92.37597082 44.03931098)",27109002300
"782",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.3,5.7,6.9,1906,"POINT (-93.35993399 45.01094474)",27053021002
"783",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.9,4.3,5.5,5293,"POINT (-93.44077936 44.95712703)",27053026404
"784",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.5,4,5.1,4500,"POINT (-93.32700381 45.03100847)",27053021200
"785",2020,"MN","Minnesota","Mower",27099,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.4,6.5,8.2,4231,"POINT (-93.02162775 43.65586478)",27099000900
"786",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.9,3.5,4.3,9545,"POINT (-93.50096912 45.12549007)",27053026714
"787",2020,"MN","Minnesota","McLeod",27085,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.4,6.1,6.8,4609,"POINT (-94.1274406 44.80546347)",27085950600
"788",2020,"MN","Minnesota","Itasca",27061,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8,7.6,8.5,2641,"POINT (-94.05657288 47.50451685)",27061940000
"789",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.7,4.4,5.2,1148,"POINT (-93.29259429 44.99555722)",27053102900
"790",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.9,6.2,7.8,3137,"POINT (-93.36582148 44.87003434)",27053023903
"791",2020,"MN","Minnesota","Pennington",27113,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.1,5.8,6.5,2382,"POINT (-95.85577434 48.06874281)",27113090100
"792",2020,"MN","Minnesota","Isanti",27059,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.2,5.9,6.5,3513,"POINT (-93.37857905 45.65800829)",27059130100
"793",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.3,3.9,4.7,5136,"POINT (-93.28921383 45.09599752)",27053026815
"794",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.7,5.2,6.2,4637,"POINT (-93.32906111 45.05283786)",27053020400
"795",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6,5.5,6.6,3686,"POINT (-93.03518626 44.98835307)",27123030703
"796",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",2.1,2,2.4,3294,"POINT (-93.30147413 44.94439585)",27053108000
"797",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.6,4.2,5,2117,"POINT (-93.0712376 44.9514927)",27123034400
"798",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.7,5.4,8094,"POINT (-93.24185165 44.9692579)",27053104800
"799",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.6,3.3,4.1,7749,"POINT (-93.42872003 45.10563421)",27053026710
"800",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.5,4,5,4835,"POINT (-93.51292228 44.99661)",27053026606
"801",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.8,3.5,4.3,3025,"POINT (-93.33933932 44.94787638)",27053022802
"802",2020,"MN","Minnesota","Lyon",27083,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.5,7.6,9.6,2134,"POINT (-95.61366432 44.23889379)",27083360700
"803",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4,3.6,4.3,2832,"POINT (-93.45785528 44.87642695)",27053026006
"804",2020,"MN","Minnesota","Mower",27099,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.4,5.7,7,4881,"POINT (-92.98402747 43.67400265)",27099000300
"805",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,6.5,8.1,2105,"POINT (-93.29234165 45.06405535)",27053020600
"806",2020,"MN","Minnesota","Kittson",27069,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.9,7.3,8.6,2049,"POINT (-96.9900087 48.77817423)",27069090200
"807",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.2,3.7,4.9,3414,"POINT (-93.29245408 44.93829888)",27053109200
"808",2020,"MN","Minnesota","Nicollet",27103,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4,3.6,4.5,3180,"POINT (-94.04412787 44.19183598)",27103480502
"809",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.8,3.5,4.2,3025,"POINT (-93.31334116 45.01866041)",27053100700
"810",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5.1,6.2,3730,"POINT (-93.01233869 44.97084152)",27123031802
"811",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,4.8,5.8,3750,"POINT (-93.05651193 44.97812535)",27123031100
"812",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.4,5.7,3045,"POINT (-92.47509964 44.01438759)",27109000400
"813",2020,"MN","Minnesota","Kandiyohi",27067,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,6.6,7.4,2327,"POINT (-95.13095274 45.32271884)",27067780200
"814",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.4,5.7,7.1,2221,"POINT (-93.30329495 44.84736905)",27053025601
"815",2020,"MN","Minnesota","Otter Tail",27111,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.5,7,7.9,2220,"POINT (-95.84152177 46.59002485)",27111960400
"816",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5.1,6.2,2961,"POINT (-93.47252509 44.98758595)",27053026609
"817",2020,"MN","Minnesota","Olmsted",27109,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5,6.1,3200,"POINT (-92.47218142 43.99406345)",27109001100
"818",2020,"MN","Minnesota","Mower",27099,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,6.6,7.3,1960,"POINT (-92.83945651 43.78313218)",27099001200
"819",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.5,5.1,5.8,6068,"POINT (-93.03790452 44.97099223)",27123031702
"820",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.1,3.8,4.4,6098,"POINT (-93.34855248 45.09861445)",27053026810
"821",2020,"MN","Minnesota","Hennepin",27053,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.1,4.8,5.4,4638,"POINT (-93.25765898 44.85493087)",27053025201
"822",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.6,3.3,4,3219,"POINT (-93.1518303 44.96190778)",27123032300
"823",2020,"MN","Minnesota","Otter Tail",27111,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.2,7.6,8.7,2373,"POINT (-95.58928126 46.41155247)",27111961400
"824",2020,"MN","Minnesota","Lyon",27083,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.2,4.8,5.7,4387,"POINT (-95.77455998 44.46573288)",27083360500
