tract_id,pct_ebll_cat,primary_county,num_EBLLs_tract,tested,pct_ebll_county,per_eblls_label,pct_ebll_cat_label
27083360700,2,Lyon County,*1-4,68,0.6%,About 0.8%,No significant difference
27085950100,2,McLeod County,*1-4,190,0.5%,About 0.8%,No significant difference
27085950200,2,McLeod County,0,117,0.5%,0.0%,No significant difference
27085950300,2,McLeod County,*1-4,309,0.5%,About 0.8%,No significant difference
27085950400,2,McLeod County,0,300,0.5%,0.0%,No significant difference
27085950500,2,McLeod County,0,82,0.5%,0.0%,No significant difference
27085950600,2,McLeod County,0,154,0.5%,0.0%,No significant difference
27085950700,2,McLeod County,*1-4,307,0.5%,About 0.8%,No significant difference
27087940100,2,Mahnomen County,*1-4,132,0.9%,About 0.8%,No significant difference
27087940300,2,Mahnomen County,*1-4,125,0.9%,About 0.8%,No significant difference
27089080100,2,Marshall County,0,54,0.8%,0.0%,No significant difference
27089080200,2,Marshall County,*1-4,83,0.8%,About 0.8%,No significant difference
27089080300,3,Marshall County,*1-4,16,0.8%,> 0.8%,Significantly higher (1-2 times)
27089080400,2,Marshall County,0,32,0.8%,0.0%,No significant difference
27091790100,2,Martin County,0,110,1.7%,0.0%,No significant difference
27091790200,2,Martin County,*1-4,93,1.7%,About 0.8%,No significant difference
27091790300,2,Martin County,*1-4,93,1.7%,About 0.8%,No significant difference
27091790400,2,Martin County,*1-4,66,1.7%,About 0.8%,No significant difference
27091790500,2,Martin County,*1-4,240,1.7%,About 0.8%,No significant difference
27091790600,2,Martin County,*1-4,215,1.7%,About 0.8%,No significant difference
27093560100,2,Meeker County,*1-4,233,0.4%,About 0.8%,No significant difference
27093560200,2,Meeker County,0,188,0.4%,0.0%,No significant difference
27093560300,2,Meeker County,0,88,0.4%,0.0%,No significant difference
27093560400,2,Meeker County,*1-4,82,0.4%,About 0.8%,No significant difference
27093560500,2,Meeker County,*1-4,105,0.4%,About 0.8%,No significant difference
27093560600,2,Meeker County,0,91,0.4%,0.0%,No significant difference
27095170400,2,Mille Lacs County,*1-4,211,0.2%,About 0.8%,No significant difference
27095170500,2,Mille Lacs County,0,196,0.2%,0.0%,No significant difference
27095170600,2,Mille Lacs County,0,98,0.2%,0.0%,No significant difference
27095170700,2,Mille Lacs County,*1-4,192,0.2%,About 0.8%,No significant difference
27095970100,2,Mille Lacs County,0,38,0.2%,0.0%,No significant difference
27095970200,2,Mille Lacs County,0,103,0.2%,0.0%,No significant difference
27095970300,2,Mille Lacs County,0,102,0.2%,0.0%,No significant difference
27097780100,2,Morrison County,*1-4,115,0.2%,About 0.8%,No significant difference
27097780200,2,Morrison County,0,230,0.2%,0.0%,No significant difference
27097780300,2,Morrison County,*1-4,364,0.2%,About 0.8%,No significant difference
27097780400,2,Morrison County,0,118,0.2%,0.0%,No significant difference
27097780500,2,Morrison County,0,300,0.2%,0.0%,No significant difference
27097780600,2,Morrison County,*1-4,362,0.2%,About 0.8%,No significant difference
27097780700,2,Morrison County,0,153,0.2%,0.0%,No significant difference
27097780800,2,Morrison County,0,236,0.2%,0.0%,No significant difference
27099000100,2,Mower County,*1-4,72,1.8%,About 0.8%,No significant difference
27099000200,2,Mower County,0,124,1.8%,0.0%,No significant difference
27099000300,4,Mower County,16,402,1.8%,4.0%,Significantly higher (3+ times)
27099000410,2,Mower County,5,379,1.8%,1.3%,No significant difference
27099000600,2,Mower County,*1-4,186,1.8%,About 0.8%,No significant difference
27099000800,3,Mower County,9,258,1.8%,3.5%,Significantly higher (1-2 times)
27099000900,2,Mower County,*1-4,205,1.8%,About 0.8%,No significant difference
27099001000,2,Mower County,*1-4,111,1.8%,About 0.8%,No significant difference
27099001200,2,Mower County,0,45,1.8%,0.0%,No significant difference
27099001300,2,Mower County,*1-4,131,1.8%,About 0.8%,No significant difference
27099001400,2,Mower County,*1-4,88,1.8%,About 0.8%,No significant difference
27101900100,2,Murray County,0,41,1.1%,0.0%,No significant difference
27101900200,2,Murray County,*1-4,92,1.1%,About 0.8%,No significant difference
27101900300,2,Murray County,0,78,1.1%,0.0%,No significant difference
27103480100,2,Nicollet County,0,160,0.7%,0.0%,No significant difference
27103480200,2,Nicollet County,*1-4,244,0.7%,About 0.8%,No significant difference
27103480300,2,Nicollet County,*1-4,242,0.7%,About 0.8%,No significant difference
27103480400,3,Nicollet County,*1-4,176,0.7%,> 0.8%,Significantly higher (1-2 times)
27103480501,2,Nicollet County,*1-4,384,0.7%,About 0.8%,No significant difference
27103480502,2,Nicollet County,0,112,0.7%,0.0%,No significant difference
27103480600,2,Nicollet County,*1-4,177,0.7%,About 0.8%,No significant difference
27105105100,2,Nobles County,0,101,1.1%,0.0%,No significant difference
27105105200,2,Nobles County,0,85,1.1%,0.0%,No significant difference
27105105300,3,Nobles County,*1-4,87,1.1%,> 0.8%,Significantly higher (1-2 times)
27105105400,2,Nobles County,*1-4,489,1.1%,About 0.8%,No significant difference
27105105500,3,Nobles County,7,414,1.1%,1.7%,Significantly higher (1-2 times)
27105105600,2,Nobles County,6,353,1.1%,1.7%,No significant difference
27107960100,2,Norman County,*1-4,78,2.1%,About 0.8%,No significant difference
27107960200,3,Norman County,*1-4,67,2.1%,> 0.8%,Significantly higher (1-2 times)
27107960300,2,Norman County,*1-4,105,2.1%,About 0.8%,No significant difference
27109000100,3,Olmsted County,*1-4,8,0.7%,> 0.8%,Significantly higher (1-2 times)
27109000200,2,Olmsted County,*1-4,193,0.7%,About 0.8%,No significant difference
27109000300,2,Olmsted County,*1-4,129,0.7%,About 0.8%,No significant difference
27109000400,2,Olmsted County,*1-4,87,0.7%,About 0.8%,No significant difference
27109000500,3,Olmsted County,*1-4,95,0.7%,> 0.8%,Significantly higher (1-2 times)
27109000600,2,Olmsted County,*1-4,139,0.7%,About 0.8%,No significant difference
27109000901,2,Olmsted County,*1-4,244,0.7%,About 0.8%,No significant difference
27109000902,2,Olmsted County,*1-4,150,0.7%,About 0.8%,No significant difference
27109000903,2,Olmsted County,0,38,0.7%,0.0%,No significant difference
27109001000,2,Olmsted County,0,170,0.7%,0.0%,No significant difference
27109001100,2,Olmsted County,*1-4,71,0.7%,About 0.8%,No significant difference
27109001201,2,Olmsted County,0,39,0.7%,0.0%,No significant difference
27109001202,2,Olmsted County,0,50,0.7%,0.0%,No significant difference
27109001203,2,Olmsted County,0,38,0.7%,0.0%,No significant difference
27109001301,2,Olmsted County,0,95,0.7%,0.0%,No significant difference
27109001302,2,Olmsted County,*1-4,74,0.7%,About 0.8%,No significant difference
27109001401,2,Olmsted County,0,179,0.7%,0.0%,No significant difference
27109001402,2,Olmsted County,*1-4,291,0.7%,About 0.8%,No significant difference
27109001501,2,Olmsted County,0,74,0.7%,0.0%,No significant difference
27109001502,2,Olmsted County,0,36,0.7%,0.0%,No significant difference
27109001503,2,Olmsted County,*1-4,48,0.7%,About 0.8%,No significant difference
27109001601,2,Olmsted County,0,110,0.7%,0.0%,No significant difference
27109001602,2,Olmsted County,0,41,0.7%,0.0%,No significant difference
27109001603,3,Olmsted County,*1-4,36,0.7%,> 0.8%,Significantly higher (1-2 times)
27109001701,2,Olmsted County,*1-4,180,0.7%,About 0.8%,No significant difference
27109001702,2,Olmsted County,0,179,0.7%,0.0%,No significant difference
27109001703,2,Olmsted County,0,67,0.7%,0.0%,No significant difference
27109001800,2,Olmsted County,0,54,0.7%,0.0%,No significant difference
27109001900,2,Olmsted County,*1-4,97,0.7%,About 0.8%,No significant difference
27109002000,2,Olmsted County,0,108,0.7%,0.0%,No significant difference
27109002100,2,Olmsted County,*1-4,169,0.7%,About 0.8%,No significant difference
27109002200,2,Olmsted County,0,37,0.7%,0.0%,No significant difference
27109002300,2,Olmsted County,0,105,0.7%,0.0%,No significant difference
27111960102,2,Otter Tail County,0,80,0.9%,0.0%,No significant difference
27111960103,2,Otter Tail County,0,39,0.9%,0.0%,No significant difference
27111960300,2,Otter Tail County,*1-4,189,0.9%,About 0.8%,No significant difference
27111960400,2,Otter Tail County,0,53,0.9%,0.0%,No significant difference
27111960500,2,Otter Tail County,*1-4,273,0.9%,About 0.8%,No significant difference
27111960600,2,Otter Tail County,*1-4,169,0.9%,About 0.8%,No significant difference
27111960700,2,Otter Tail County,0,79,0.9%,0.0%,No significant difference
27111960800,2,Otter Tail County,*1-4,101,0.9%,About 0.8%,No significant difference
27111960900,2,Otter Tail County,0,160,0.9%,0.0%,No significant difference
27111961000,2,Otter Tail County,*1-4,88,0.9%,About 0.8%,No significant difference
27111961100,2,Otter Tail County,*1-4,147,0.9%,About 0.8%,No significant difference
27111961200,3,Otter Tail County,*1-4,45,0.9%,> 0.8%,Significantly higher (1-2 times)
27111961300,2,Otter Tail County,*1-4,160,0.9%,About 0.8%,No significant difference
27111961400,2,Otter Tail County,0,63,0.9%,0.0%,No significant difference
27111961500,2,Otter Tail County,*1-4,99,0.9%,About 0.8%,No significant difference
27111961600,2,Otter Tail County,*1-4,69,0.9%,About 0.8%,No significant difference
27111961700,2,Otter Tail County,0,68,0.9%,0.0%,No significant difference
27113090100,2,Pennington County,0,69,0.6%,0.0%,No significant difference
27113090200,2,Pennington County,*1-4,86,0.6%,About 0.8%,No significant difference
27113090300,2,Pennington County,0,68,0.6%,0.0%,No significant difference
27113090400,2,Pennington County,0,88,0.6%,0.0%,No significant difference
27113090500,2,Pennington County,0,149,0.6%,0.0%,No significant difference
27115950100,2,Pine County,0,49,0.5%,0.0%,No significant difference
27115950200,2,Pine County,0,99,0.5%,0.0%,No significant difference
27115950300,2,Pine County,0,67,0.5%,0.0%,No significant difference
27115950400,2,Pine County,0,100,0.5%,0.0%,No significant difference
27115950500,2,Pine County,*1-4,152,0.5%,About 0.8%,No significant difference
27115950600,2,Pine County,*1-4,136,0.5%,About 0.8%,No significant difference
27115950700,2,Pine County,*1-4,96,0.5%,About 0.8%,No significant difference
27115950800,2,Pine County,0,98,0.5%,0.0%,No significant difference
27117460100,2,Pipestone County,0,28,0.5%,0.0%,No significant difference
27117460200,2,Pipestone County,*1-4,41,0.5%,About 0.8%,No significant difference
27117460300,2,Pipestone County,0,64,0.5%,0.0%,No significant difference
27117460400,2,Pipestone County,0,19,0.5%,0.0%,No significant difference
27117460500,2,Pipestone County,0,25,0.5%,0.0%,No significant difference
27119020100,2,Polk County,*1-4,189,1.9%,About 0.8%,No significant difference
27119020200,2,Polk County,*1-4,51,1.9%,About 0.8%,No significant difference
27119020300,2,Polk County,0,15,1.9%,0.0%,No significant difference
27119020400,2,Polk County,0,27,1.9%,0.0%,No significant difference
27119020500,3,Polk County,*1-4,51,1.9%,> 0.8%,Significantly higher (1-2 times)
27119020600,3,Polk County,*1-4,132,1.9%,> 0.8%,Significantly higher (1-2 times)
27119020700,3,Polk County,*1-4,72,1.9%,> 0.8%,Significantly higher (1-2 times)
27119020800,2,Polk County,0,35,1.9%,0.0%,No significant difference
27119020900,2,Polk County,0,76,1.9%,0.0%,No significant difference
27119021000,2,Polk County,*1-4,101,1.9%,About 0.8%,No significant difference
27121970100,2,Pope County,0,94,0.4%,0.0%,No significant difference
27121970200,2,Pope County,*1-4,87,0.4%,About 0.8%,No significant difference
27121970300,2,Pope County,0,104,0.4%,0.0%,No significant difference
27121970400,2,Pope County,*1-4,113,0.4%,About 0.8%,No significant difference
27123030100,2,Ramsey County,*1-4,238,1.5%,About 0.8%,No significant difference
27123030201,2,Ramsey County,0,303,1.5%,0.0%,No significant difference
27123030202,3,Ramsey County,*1-4,85,1.5%,> 0.8%,Significantly higher (1-2 times)
27123030300,2,Ramsey County,*1-4,374,1.5%,About 0.8%,No significant difference
27123030400,3,Ramsey County,10,616,1.5%,1.6%,Significantly higher (1-2 times)
27123030500,2,Ramsey County,7,642,1.5%,1.1%,No significant difference
27123030601,2,Ramsey County,*1-4,763,1.5%,About 0.8%,No significant difference
27123030602,2,Ramsey County,5,428,1.5%,1.2%,No significant difference
27123030702,2,Ramsey County,*1-4,451,1.5%,About 0.8%,No significant difference
27123030703,2,Ramsey County,*1-4,432,1.5%,About 0.8%,No significant difference
27123030704,2,Ramsey County,5,500,1.5%,1.0%,No significant difference
27123030800,3,Ramsey County,17,548,1.5%,3.1%,Significantly higher (1-2 times)
27123030900,3,Ramsey County,10,407,1.5%,2.5%,Significantly higher (1-2 times)
27123031000,4,Ramsey County,21,388,1.5%,5.4%,Significantly higher (3+ times)
27123031100,3,Ramsey County,7,404,1.5%,1.7%,Significantly higher (1-2 times)
27123031200,3,Ramsey County,5,209,1.5%,2.4%,Significantly higher (1-2 times)
27123031300,4,Ramsey County,12,252,1.5%,4.8%,Significantly higher (3+ times)
27123031400,4,Ramsey County,19,302,1.5%,6.3%,Significantly higher (3+ times)
27123031500,4,Ramsey County,20,365,1.5%,5.5%,Significantly higher (3+ times)
27123031600,3,Ramsey County,12,486,1.5%,2.5%,Significantly higher (1-2 times)
27123031701,4,Ramsey County,14,307,1.5%,4.6%,Significantly higher (3+ times)
27123031702,2,Ramsey County,9,702,1.5%,1.3%,No significant difference
27123031801,2,Ramsey County,8,561,1.5%,1.4%,No significant difference
27123031802,2,Ramsey County,*1-4,366,1.5%,About 0.8%,No significant difference
27123031900,2,Ramsey County,*1-4,138,1.5%,About 0.8%,No significant difference
27123032000,3,Ramsey County,6,179,1.5%,3.4%,Significantly higher (1-2 times)
27123032100,3,Ramsey County,5,131,1.5%,3.8%,Significantly higher (1-2 times)
27123032200,4,Ramsey County,8,126,1.5%,6.3%,Significantly higher (3+ times)
27123032300,3,Ramsey County,6,281,1.5%,2.1%,Significantly higher (1-2 times)
27123032400,2,Ramsey County,5,270,1.5%,1.9%,No significant difference
27123032500,4,Ramsey County,20,382,1.5%,5.2%,Significantly higher (3+ times)
27123032600,4,Ramsey County,17,320,1.5%,5.3%,Significantly higher (3+ times)
27123032700,4,Ramsey County,17,330,1.5%,5.2%,Significantly higher (3+ times)
27123033000,4,Ramsey County,8,164,1.5%,4.9%,Significantly higher (3+ times)
27123033100,4,Ramsey County,13,135,1.5%,9.6%,Significantly higher (3+ times)
27123033200,2,Ramsey County,*1-4,186,1.5%,About 0.8%,No significant difference
27123033300,3,Ramsey County,*1-4,134,1.5%,> 0.8%,Significantly higher (1-2 times)
27123033400,2,Ramsey County,*1-4,221,1.5%,About 0.8%,No significant difference
27123033500,3,Ramsey County,11,328,1.5%,3.4%,Significantly higher (1-2 times)
27123033600,2,Ramsey County,0,209,1.5%,0.0%,No significant difference
27123033700,3,Ramsey County,5,174,1.5%,2.9%,Significantly higher (1-2 times)
27123033800,4,Ramsey County,7,145,1.5%,4.8%,Significantly higher (3+ times)
27123033900,2,Ramsey County,*1-4,119,1.5%,About 0.8%,No significant difference
27123034000,3,Ramsey County,*1-4,62,1.5%,> 0.8%,Significantly higher (1-2 times)
27123034201,2,Ramsey County,*1-4,78,1.5%,About 0.8%,No significant difference
27123034202,2,Ramsey County,*1-4,112,1.5%,About 0.8%,No significant difference
27123034400,4,Ramsey County,14,198,1.5%,7.1%,Significantly higher (3+ times)
27123034500,4,Ramsey County,16,416,1.5%,3.8%,Significantly higher (3+ times)
27123034601,3,Ramsey County,15,552,1.5%,2.7%,Significantly higher (1-2 times)
27123034602,2,Ramsey County,5,449,1.5%,1.1%,No significant difference
27123034701,2,Ramsey County,*1-4,417,1.5%,About 0.8%,No significant difference
27123034702,2,Ramsey County,5,369,1.5%,1.4%,No significant difference
27123034900,2,Ramsey County,*1-4,133,1.5%,About 0.8%,No significant difference
27123035000,2,Ramsey County,*1-4,107,1.5%,About 0.8%,No significant difference
27123035100,2,Ramsey County,*1-4,89,1.5%,About 0.8%,No significant difference
27123035200,3,Ramsey County,7,190,1.5%,3.7%,Significantly higher (1-2 times)
27123035300,3,Ramsey County,5,206,1.5%,2.4%,Significantly higher (1-2 times)
27123035500,3,Ramsey County,*1-4,65,1.5%,> 0.8%,Significantly higher (1-2 times)
27123035700,3,Ramsey County,*1-4,97,1.5%,> 0.8%,Significantly higher (1-2 times)
27123035800,2,Ramsey County,*1-4,62,1.5%,About 0.8%,No significant difference
27123035900,4,Ramsey County,*1-4,23,1.5%,> 0.8%,Significantly higher (3+ times)
27123036000,3,Ramsey County,*1-4,138,1.5%,> 0.8%,Significantly higher (1-2 times)
27123036100,2,Ramsey County,*1-4,123,1.5%,About 0.8%,No significant difference
27123036300,2,Ramsey County,*1-4,187,1.5%,About 0.8%,No significant difference
27123036400,2,Ramsey County,*1-4,246,1.5%,About 0.8%,No significant difference
27123036500,2,Ramsey County,*1-4,235,1.5%,About 0.8%,No significant difference
27123036600,2,Ramsey County,*1-4,267,1.5%,About 0.8%,No significant difference
27123036700,2,Ramsey County,*1-4,232,1.5%,About 0.8%,No significant difference
27123036800,2,Ramsey County,*1-4,123,1.5%,About 0.8%,No significant difference
27123036900,4,Ramsey County,7,148,1.5%,4.7%,Significantly higher (3+ times)
27123037000,4,Ramsey County,10,219,1.5%,4.6%,Significantly higher (3+ times)
27123037100,4,Ramsey County,14,345,1.5%,4.1%,Significantly higher (3+ times)
27123037200,3,Ramsey County,9,460,1.5%,2.0%,Significantly higher (1-2 times)
27123037402,2,Ramsey County,*1-4,297,1.5%,About 0.8%,No significant difference
27123037403,2,Ramsey County,*1-4,686,1.5%,About 0.8%,No significant difference
27123037500,2,Ramsey County,*1-4,382,1.5%,About 0.8%,No significant difference
27123037601,2,Ramsey County,*1-4,241,1.5%,About 0.8%,No significant difference
27123037602,2,Ramsey County,*1-4,386,1.5%,About 0.8%,No significant difference
27123040100,2,Ramsey County,0,283,1.5%,0.0%,No significant difference
27123040200,2,Ramsey County,0,59,1.5%,0.0%,No significant difference
27123040301,2,Ramsey County,0,81,1.5%,0.0%,No significant difference
27123040302,2,Ramsey County,*1-4,335,1.5%,About 0.8%,No significant difference
27123040401,2,Ramsey County,*1-4,207,1.5%,About 0.8%,No significant difference
27123040402,2,Ramsey County,*1-4,333,1.5%,About 0.8%,No significant difference
27123040502,2,Ramsey County,0,132,1.5%,0.0%,No significant difference
27123040503,2,Ramsey County,0,195,1.5%,0.0%,No significant difference
27123040504,2,Ramsey County,0,216,1.5%,0.0%,No significant difference
27123040601,2,Ramsey County,0,182,1.5%,0.0%,No significant difference
27123040603,2,Ramsey County,0,227,1.5%,0.0%,No significant difference
27123040604,2,Ramsey County,*1-4,425,1.5%,About 0.8%,No significant difference
27123040703,2,Ramsey County,*1-4,361,1.5%,About 0.8%,No significant difference
27123040704,2,Ramsey County,0,323,1.5%,0.0%,No significant difference
27123040705,2,Ramsey County,0,242,1.5%,0.0%,No significant difference
27123040706,2,Ramsey County,0,198,1.5%,0.0%,No significant difference
27123040707,2,Ramsey County,*1-4,186,1.5%,About 0.8%,No significant difference
27123040801,2,Ramsey County,0,191,1.5%,0.0%,No significant difference
27123040802,2,Ramsey County,0,7,1.5%,0.0%,No significant difference
27123040803,2,Ramsey County,0,232,1.5%,0.0%,No significant difference
27123040901,2,Ramsey County,0,125,1.5%,0.0%,No significant difference
27123040902,2,Ramsey County,5,371,1.5%,1.3%,No significant difference
27123041001,2,Ramsey County,0,219,1.5%,0.0%,No significant difference
27123041002,2,Ramsey County,0,291,1.5%,0.0%,No significant difference
27123041103,2,Ramsey County,*1-4,230,1.5%,About 0.8%,No significant difference
27123041104,2,Ramsey County,*1-4,121,1.5%,About 0.8%,No significant difference
27123041105,2,Ramsey County,0,368,1.5%,0.0%,No significant difference
27123041106,2,Ramsey County,0,285,1.5%,0.0%,No significant difference
27123041107,2,Ramsey County,*1-4,483,1.5%,About 0.8%,No significant difference
27123041200,2,Ramsey County,0,388,1.5%,0.0%,No significant difference
27123041301,2,Ramsey County,0,227,1.5%,0.0%,No significant difference
27123041302,2,Ramsey County,0,175,1.5%,0.0%,No significant difference
27123041400,2,Ramsey County,*1-4,353,1.5%,About 0.8%,No significant difference
27123041500,2,Ramsey County,*1-4,249,1.5%,About 0.8%,No significant difference
27123041601,2,Ramsey County,*1-4,358,1.5%,About 0.8%,No significant difference
27123041602,3,Ramsey County,6,308,1.5%,1.9%,Significantly higher (1-2 times)
27123041700,2,Ramsey County,*1-4,160,1.5%,About 0.8%,No significant difference
27123041800,2,Ramsey County,0,285,1.5%,0.0%,No significant difference
27123041900,2,Ramsey County,*1-4,239,1.5%,About 0.8%,No significant difference
27123042001,2,Ramsey County,*1-4,152,1.5%,About 0.8%,No significant difference
27123042002,2,Ramsey County,*1-4,111,1.5%,About 0.8%,No significant difference
27123042101,2,Ramsey County,*1-4,307,1.5%,About 0.8%,No significant difference
27123042102,2,Ramsey County,*1-4,313,1.5%,About 0.8%,No significant difference
27123042201,2,Ramsey County,0,125,1.5%,0.0%,No significant difference
27123042202,2,Ramsey County,5,368,1.5%,1.4%,No significant difference
27123042301,2,Ramsey County,*1-4,151,1.5%,About 0.8%,No significant difference
27123042302,2,Ramsey County,*1-4,341,1.5%,About 0.8%,No significant difference
27123042401,2,Ramsey County,*1-4,399,1.5%,About 0.8%,No significant difference
27123042402,2,Ramsey County,*1-4,460,1.5%,About 0.8%,No significant difference
27123042501,2,Ramsey County,*1-4,371,1.5%,About 0.8%,No significant difference
27123042503,2,Ramsey County,0,168,1.5%,0.0%,No significant difference
27123042504,2,Ramsey County,*1-4,258,1.5%,About 0.8%,No significant difference
27123042601,2,Ramsey County,*1-4,311,1.5%,About 0.8%,No significant difference
27123042602,2,Ramsey County,*1-4,161,1.5%,About 0.8%,No significant difference
27123042700,2,Ramsey County,*1-4,363,1.5%,About 0.8%,No significant difference
27123042800,3,Ramsey County,6,172,1.5%,3.5%,Significantly higher (1-2 times)
27123042900,4,Ramsey County,13,173,1.5%,7.5%,Significantly higher (3+ times)
27123043000,2,Ramsey County,*1-4,334,1.5%,About 0.8%,No significant difference
27125010100,2,Red Lake County,0,40,0.0%,0.0%,No significant difference
27125010200,2,Red Lake County,0,39,0.0%,0.0%,No significant difference
27127750100,2,Redwood County,0,123,0.5%,0.0%,No significant difference
27127750200,2,Redwood County,*1-4,120,0.5%,About 0.8%,No significant difference
27127750300,2,Redwood County,*1-4,62,0.5%,About 0.8%,No significant difference
27127750400,2,Redwood County,0,95,0.5%,0.0%,No significant difference
27127750500,2,Redwood County,0,96,0.5%,0.0%,No significant difference
27127750600,2,Redwood County,*1-4,65,0.5%,About 0.8%,No significant difference
27129790100,2,Renville County,*1-4,89,1.8%,About 0.8%,No significant difference
27129790200,2,Renville County,0,68,1.8%,0.0%,No significant difference
27129790300,2,Renville County,*1-4,87,1.8%,About 0.8%,No significant difference
27129790400,3,Renville County,*1-4,98,1.8%,> 0.8%,Significantly higher (1-2 times)
27129790500,2,Renville County,*1-4,146,1.8%,About 0.8%,No significant difference
27129790600,2,Renville County,*1-4,100,1.8%,About 0.8%,No significant difference
27131070100,2,Rice County,*1-4,595,1.0%,About 0.8%,No significant difference
27131070200,2,Rice County,*1-4,287,1.0%,About 0.8%,No significant difference
27131070300,2,Rice County,*1-4,207,1.0%,About 0.8%,No significant difference
27131070400,2,Rice County,*1-4,195,1.0%,About 0.8%,No significant difference
27131070501,2,Rice County,*1-4,107,1.0%,About 0.8%,No significant difference
27131070503,2,Rice County,0,130,1.0%,0.0%,No significant difference
27131070504,2,Rice County,*1-4,175,1.0%,About 0.8%,No significant difference
27131070601,3,Rice County,5,246,1.0%,2.0%,Significantly higher (1-2 times)
27131070602,2,Rice County,0,120,1.0%,0.0%,No significant difference
27131070700,3,Rice County,9,316,1.0%,2.8%,Significantly higher (1-2 times)
27131070800,2,Rice County,*1-4,608,1.0%,About 0.8%,No significant difference
27131070901,3,Rice County,7,419,1.0%,1.7%,Significantly higher (1-2 times)
27131070902,3,Rice County,8,322,1.0%,2.5%,Significantly higher (1-2 times)
27133570100,3,Rock County,*1-4,16,5.5%,> 0.8%,Significantly higher (1-2 times)
27133570200,4,Rock County,*1-4,27,5.5%,> 0.8%,Significantly higher (3+ times)
27133570300,2,Rock County,0,50,5.5%,0.0%,No significant difference
27135970100,2,Roseau County,0,57,0.3%,0.0%,No significant difference
27135970200,2,Roseau County,0,13,0.3%,0.0%,No significant difference
27135970300,2,Roseau County,0,58,0.3%,0.0%,No significant difference
27135970400,2,Roseau County,*1-4,47,0.3%,About 0.8%,No significant difference
27135970500,2,Roseau County,0,34,0.3%,0.0%,No significant difference
27137000100,2,St. Louis County,*1-4,270,1.3%,About 0.8%,No significant difference
27137000200,2,St. Louis County,*1-4,268,1.3%,About 0.8%,No significant difference
27137000300,2,St. Louis County,*1-4,381,1.3%,About 0.8%,No significant difference
27137000400,2,St. Louis County,*1-4,173,1.3%,About 0.8%,No significant difference
27137000500,3,St. Louis County,5,178,1.3%,2.8%,Significantly higher (1-2 times)
27137000600,2,St. Louis County,*1-4,313,1.3%,About 0.8%,No significant difference
27137000700,3,St. Louis County,*1-4,170,1.3%,> 0.8%,Significantly higher (1-2 times)
27137000900,3,St. Louis County,7,203,1.3%,3.4%,Significantly higher (1-2 times)
27137001000,4,St. Louis County,7,100,1.3%,7.0%,Significantly higher (3+ times)
27137001100,2,St. Louis County,*1-4,72,1.3%,About 0.8%,No significant difference
27137001200,3,St. Louis County,*1-4,81,1.3%,> 0.8%,Significantly higher (1-2 times)
27137001300,4,St. Louis County,5,75,1.3%,6.7%,Significantly higher (3+ times)
27137001400,2,St. Louis County,*1-4,80,1.3%,About 0.8%,No significant difference
27137001600,4,St. Louis County,8,90,1.3%,8.9%,Significantly higher (3+ times)
27137001700,3,St. Louis County,*1-4,57,1.3%,> 0.8%,Significantly higher (1-2 times)
27137001800,2,St. Louis County,*1-4,143,1.3%,About 0.8%,No significant difference
27137001900,3,St. Louis County,*1-4,42,1.3%,> 0.8%,Significantly higher (1-2 times)
27137002000,2,St. Louis County,0,53,1.3%,0.0%,No significant difference
27137002200,2,St. Louis County,0,22,1.3%,0.0%,No significant difference
27137002300,2,St. Louis County,0,248,1.3%,0.0%,No significant difference
27137002400,3,St. Louis County,*1-4,51,1.3%,> 0.8%,Significantly higher (1-2 times)
27137002600,3,St. Louis County,*1-4,128,1.3%,> 0.8%,Significantly higher (1-2 times)
27137002900,2,St. Louis County,0,57,1.3%,0.0%,No significant difference
27137003000,2,St. Louis County,*1-4,86,1.3%,About 0.8%,No significant difference
27137003300,3,St. Louis County,*1-4,178,1.3%,> 0.8%,Significantly higher (1-2 times)
27137003400,3,St. Louis County,*1-4,66,1.3%,> 0.8%,Significantly higher (1-2 times)
27137003600,2,St. Louis County,*1-4,93,1.3%,About 0.8%,No significant difference
27137003700,2,St. Louis County,0,134,1.3%,0.0%,No significant difference
27137003800,2,St. Louis County,*1-4,134,1.3%,About 0.8%,No significant difference
27137010100,2,St. Louis County,0,166,1.3%,0.0%,No significant difference
27137010200,2,St. Louis County,0,70,1.3%,0.0%,No significant difference
27137010300,2,St. Louis County,*1-4,479,1.3%,About 0.8%,No significant difference
27137010400,2,St. Louis County,0,205,1.3%,0.0%,No significant difference
27137010500,2,St. Louis County,0,203,1.3%,0.0%,No significant difference
27137010600,2,St. Louis County,*1-4,276,1.3%,About 0.8%,No significant difference
27137011100,2,St. Louis County,0,349,1.3%,0.0%,No significant difference
27137011200,2,St. Louis County,*1-4,141,1.3%,About 0.8%,No significant difference
27137011300,2,St. Louis County,*1-4,107,1.3%,About 0.8%,No significant difference
27137011400,2,St. Louis County,*1-4,98,1.3%,About 0.8%,No significant difference
27137012100,2,St. Louis County,*1-4,198,1.3%,About 0.8%,No significant difference
27137012200,2,St. Louis County,*1-4,84,1.3%,About 0.8%,No significant difference
27137012300,2,St. Louis County,*1-4,142,1.3%,About 0.8%,No significant difference
27137012400,2,St. Louis County,*1-4,222,1.3%,About 0.8%,No significant difference
27137012500,2,St. Louis County,0,157,1.3%,0.0%,No significant difference
27137012600,3,St. Louis County,6,231,1.3%,2.6%,Significantly higher (1-2 times)
